visitorId,visitChannel,visitDate,visitId,country,city,pageviews,transactions,timeOnSite,totalTransactionRevenue,sessionQualityDim,hitsTime,hitsType,productCategory,productName,productSKU,productPrice,productQuantity,productRevenue,productVariant,productRefundAmount,currencyCode,transactionId,transactionRevenue,itemQuantity,itemRevenue,pageTitle,pageSearchKeyword,pagePathLevel1,eCommerceActionType,eCommerceActionStep,eCommerceActionOption
4582971426141656203,Organic Search,20160911,1473596359,Australia,not available in demo dataset,2,,12,,,12006,PAGE,Home/Shop by Brand/YouTube/,YouTube Men's Vintage Tee,GGOEGAAX0346,16990000,,,(not set),,USD,,,,,YouTube,,/google+redesign/,0,1,
2314228911427089724,Referral,20160911,1473614204,United States,San Francisco,3,,27,,,15467,PAGE,Home/Shop by Brand/Android/,Android BTTF Cosmos Shirt,GGOEGAAX0348,13590000,,,(not set),,USD,,,,,Android,,/google+redesign/,0,1,
0757988753825420480,Organic Search,20160911,1473639098,United States,not available in demo dataset,6,,215,,,0,PAGE,Home/Shop by Brand/YouTube/,YouTube Women's Short Sleeve Tri-blend Badge Tee Grey,GGOEGAAX0296,18990000,,,(not set),,USD,,,,,YouTube,,/google+redesign/,0,1,
7860511184625943002,Organic Search,20160911,1473612000,United States,Chicago,9,,246,,,88400,PAGE,Home/Drinkware/,20 oz Stainless Steel Insulated Tumbler,GGOEGDHQ014899,24990000,,,(not set),,USD,,,,,Drinkware,,/google+redesign/,0,1,
2647295743964456173,Organic Search,20160911,1473586607,Canada,not available in demo dataset,12,,422,,,333764,PAGE,Home/Shop by Brand/YouTube/,YouTube Women's Short Sleeve Tri-blend Badge Tee Charcoal,GGOEGAAX0295,18990000,,,(not set),,USD,,,,,YouTube,,/google+redesign/,0,1,
6628723173457615828,Organic Search,20160911,1473647186,United States,New York,19,,259,,,25984,PAGE,Home/Apparel/Kid's/,Google Infant Short Sleeve Tee Royal Blue,GGOEGAAX0619,16990000,,,(not set),,USD,,,,,Kid's,,/google+redesign/,0,1,
6628723173457615828,Organic Search,20160911,1473647186,United States,New York,19,,259,,,203434,PAGE,Home/Electronics/,Google Phone Sanitizer,GGOEGEFQ071399,97990000,,,(not set),,USD,,,,,Electronics,,/google+redesign/,0,1,
9142617426447349423,Paid Search,20160911,1473621703,United States,not available in demo dataset,20,,601,,,325578,PAGE,Home/Office/,Color Changing Grip Pen,GGOEGOAR021999,1500000,,,(not set),,USD,,,,,Office,,/google+redesign/,0,1,
99570173468821879,Paid Search,20160911,1473651739,United States,not available in demo dataset,25,,685,,,143014,PAGE,Home/Shop by Brand/YouTube/,YouTube Womens 3/4 Sleeve Baseball Raglan White/Black,GGOEGAAX0305,19990000,,,(not set),,USD,,,,,YouTube,,/google+redesign/,0,1,
2146724939210158838,Organic Search,20160911,1473653086,Taiwan,not available in demo dataset,36,,1829,,,1119268,PAGE,Home/Shop by Brand/Google/,Google Men's Airflow 1/4 Zip Pullover Lapis,GGOEGAAX0593,69990000,,,(not set),,USD,,,,,Google,,/store.html,0,1,
9922280958088742736,Organic Search,20160911,1473644361,Canada,not available in demo dataset,43,,560,,,355091,PAGE,Home/Shop by Brand/Android/,Android Women's Fleece Hoodie,GGOEGAAX0361,55990000,,,(not set),,USD,,,,,Android,,/store.html,0,1,
315017261115039181,Direct,20160911,1473618167,United States,New York,52,1,1921,301310000,,1656958,PAGE,Home/Lifestyle/,Crunch-It Dog Toy,GGOEGPJC203399,3990000,,,(not set),,USD,,,,,Lifestyle,,/google+redesign/,0,1,
5140257433604211737,Organic Search,20170219,1487556362,United States,San Francisco,5,,301,,,46974,PAGE,Home/Apparel/Women's/Women's-Performance Wear/,Google Women's Yoga Pants,GGOEGAAX0584,98990000,,,(not set),,USD,,,,,Women's Performance Wear | Apparel | Google Merchandise Store,,/google+redesign/,0,1,
0195828952751456997,Organic Search,20170219,1487523596,France,not available in demo dataset,13,,783,,,600165,PAGE,Home/Apparel/Men's/Men's-T-Shirts/,Google Men's 100% Cotton Short Sleeve Hero Tee Red,GGOEGAAX0107,16990000,,,(not set),,USD,,,,,Men's T-Shirts | Apparel | Google Merchandise Store,,/google+redesign/,0,1,
5916560166988319701,Direct,20170219,1487510575,Belarus,not available in demo dataset,9,,369,,,344670,PAGE,Home/Electronics/,Aluminum Emergency Flashlight,GGOEGESC014699,16990000,,,(not set),,USD,,,,,Electronics | Google Merchandise Store,,/google+redesign/,0,1,
6434910623066433218,Referral,20170219,1487563372,United States,not available in demo dataset,11,,1815,,,1759730,PAGE,Home/Apparel/Headgear/,Android Twill Cap,GGOEAHPJ074410,8790000,,,(not set),,USD,,,,,Headgear | Apparel | Google Merchandise Store,,/google+redesign/,0,1,
1972428709422927549,Paid Search,20170219,1487521740,United States,not available in demo dataset,18,,737,,,373929,PAGE,Home/Bags/,Softsided Travel Pouch Set,GGOEGCLB020832,10990000,,,(not set),,USD,,,,,Bags | Google Merchandise Store,,/google+redesign/,0,1,
3143428008193212496,Organic Search,20170219,1487540743,United States,not available in demo dataset,25,,700,,,700411,PAGE,(not set),Google Women's Short Sleeve Hero Tee Sky Blue,9182658,0,,,(not set),,USD,,,,,The Google Merchandise Store/Bottle Opener Clip,,/google+redesign/,0,1,
8773013840061395877,Social,20170219,1487562463,United States,not available in demo dataset,3,,77,,,65096,PAGE,Home/Accessories/Stickers/,Waze Mood Original Window Decal,GGOEWFKA083199,1990000,,,(not set),,USD,,,,,Stickers | Accessories | Google Merchandise Store,,/google+redesign/,0,1,
1458422378729580356,Social,20170219,1487538039,Canada,not available in demo dataset,14,,174,,,91183,PAGE,Home/Electronics/,Google Device Holder Sticky Pad,GGOEGCBB074399,4990000,,,(not set),,USD,,,,,Electronics | Google Merchandise Store,,/google+redesign/,0,1,
4471103941063628726,Direct,20170405,1491428551,Italy,not available in demo dataset,1,,,,,0,PAGE,Home/Shop by Brand/YouTube/,YouTube Wool Heather Cap Heather/Black,GGOEYHPA003610,24990000,,,(not set),,USD,,,,,YouTube | Shop by Brand | Google Merchandise Store,,/google+redesign/,0,1,
4211324111448216536,Organic Search,20170405,1491419081,Hungary,not available in demo dataset,4,,1064,,,827796,PAGE,Home/Shop by Brand/YouTube/,YouTube Wool Heather Cap Heather/Black,GGOEYHPA003610,24990000,,,(not set),,USD,,,,,YouTube | Shop by Brand | Google Merchandise Store,,/google+redesign/,0,1,
5175179534473842713,Organic Search,20170405,1491390390,Belgium,not available in demo dataset,7,,133,,,13040,PAGE,Home/Office/,Google Stylus Pen w/ LED Light,GGOEGOAR013099,5500000,,,(not set),,USD,,,,,Office | Google Merchandise Store,,/google+redesign/,0,1,
2065467097856269484,Organic Search,20170405,1491415527,France,not available in demo dataset,21,,713,,,123859,PAGE,Home/Shop by Brand/YouTube/,YouTube Hard Cover Journal,GGOEYOCR077799,14990000,,,(not set),,USD,,,,,YouTube | Shop by Brand | Google Merchandise Store,,/google+redesign/,0,1,
0625229630367724851,Organic Search,20170405,1491395325,United States,not available in demo dataset,24,,622,,,215637,PAGE,Home/Drinkware/Water Bottles and Tumblers/,26 oz Double Wall Insulated Bottle,GGOEGDHQ015399,24990000,,,(not set),,USD,,,,,Water Bottles & Tumblers | Drinkware | Google Merchandise Store,,/google+redesign/,0,1,
1818406015342225610,Paid Search,20170405,1491403813,United States,not available in demo dataset,25,,2214,,,1760623,PAGE,Home/Bags/More Bags/,Sport Bag,GGOEGBMJ013399,4990000,,,(not set),,USD,,,,,More Bags | Bags | Google Merchandise Store,,/google+redesign/,0,1,
3640138601946648080,Organic Search,20170405,1491433459,Canada,not available in demo dataset,48,,2277,,,142595,PAGE,(not set),Sport Bag,9180766,0,,,(not set),,USD,,,,,Google 22 oz Water Bottle,,/google+redesign/,0,1,
0490208997687345025,Social,20170405,1491379423,Belgium,not available in demo dataset,3,,17,,,17472,PAGE,Home/Shop by Brand/,Google Accent Insulated Stainless Steel Bottle,GGOEGDHB072199,24990000,,,(not set),,USD,,,,,Shop by Brand | Google Merchandise Store,,/google+redesign/,0,1,
9124611890508457173,Social,20170405,1491406528,Brazil,not available in demo dataset,4,,513,,,39049,PAGE,(not set),Maze Pen,GGOEGGOA017399,990000,,,(not set),,USD,,,,,Store search results,,/asearch.html,0,1,
3617880550679700837,Social,20170405,1491401117,India,Chennai,13,,229,,,219848,PAGE,Home/Electronics/Power/,Google Tube Power Bank,GGOEGETR014599,16990000,,,(not set),,USD,,,,,Power & Chargers | Electronics | Google Merchandise Store,,/google+redesign/,0,1,
9672122138872494473,Organic Search,20161007,1475872562,United States,Sunnyvale,8,,358,,,35699,PAGE,Home/Bags/,Suitcase Organizer Cubes,GGOEGCMB020932,21990000,,,(not set),,USD,,,,,Bags | Google Merchandise Store,,/google+redesign/,0,1,
0280748757000158882,Organic Search,20161007,1475878638,Canada,Mississauga,9,,538,,,261140,PAGE,Home/Office/,Pen Pencil & Highlighter Set,GGOEGOAQ018099,3990000,,,(not set),,USD,,,,,Office | Google Merchandise Store,,/google+redesign/,0,1,
3298856414805658772,Affiliates,20161007,1475900566,Papua New Guinea,not available in demo dataset,11,,772,,,749083,PAGE,Home/Apparel/Men's/,Google Men's Short Sleeve Hero Tee Heather,GGOEGAAX0734,18990000,,,(not set),,USD,,,,,Men's Apparel | Google Merchandise Store,,/google+redesign/,0,1,
3773727139515702843,Direct,20161007,1475869888,United States,San Francisco,15,,234,,,22924,PAGE,Home/Apparel/Kid's/Kid's-Toddler/,Android Toddler Short Sleeve T-shirt Pink,GGOEGAAX0663,16990000,,,(not set),,USD,,,,,Toddler | Kids' Apparel | Google Merchandise Store,,/google+redesign/,0,1,
330470149950849721,Referral,20161007,1475865079,United States,Mountain View,18,,441,,,386927,PAGE,Home/Apparel/Men's/Men's-Outerwear/,Google Men's Lightweight Microfleece Jacket Black,GGOEGAAX0573,74990000,,,(not set),,USD,,,,,Men's Outerwear | Apparel | Google Merchandise Store,,/google+redesign/,0,1,
0140877918309673140,Organic Search,20161007,1475851781,United States,Dallas,13,,82,,,48691,PAGE,Home/Drinkware/,Google Accent Insulated Stainless Steel Bottle,GGOEGDHB072199,24990000,,,(not set),,,,,,,Drinkware | Google Merchandise Store,,/google+redesign/,2,1,
1928443057739993304,Display,20161007,1475855801,United States,Sunnyvale,20,,3133,,,1726218,PAGE,Home/Accessories/,Google Flashlight,GGOEGESB015199,59990000,,,(not set),,USD,,,,,Accessories | Google Merchandise Store,,/google+redesign/,0,1,
3152567530643377366,Referral,20161007,1475882917,United States,San Francisco,34,,513,,,90734,PAGE,(not set),Google Men's 100% Cotton Short Sleeve Hero Tee White,9182723,0,,,(not set),,USD,,,,,Google Men's 100% Cotton Short Sleeve Hero Tee Black,,/google+redesign/,0,1,
4600920660441557665,Referral,20161007,1475857900,United States,Houston,37,,825,,,8486,PAGE,Home/Apparel/Headgear/,Android Twill Cap,GGOEAHPJ074410,21990000,,,(not set),,USD,,,,,Headgear | Apparel | Google Merchandise Store,,/google+redesign/,0,1,
219877622979658253,Direct,20161007,1475848287,United States,Houston,84,,2372,,,1352406,PAGE,Home/Bags/Shopping and Totes/,Google Tote Bag,GGOEGBJC014399,9990000,,,(not set),,USD,,,,,Shopping & Totes | Bags | Google Merchandise Store,,/google+redesign/,0,1,
9261182506267188704,Social,20161007,1475890751,Canada,Toronto,19,,294,,,254879,PAGE,Home/Accessories/Stickers/,8 pc Android Sticker Sheet,GGOEAFKQ020499,1990000,,,(not set),,USD,,,,,Stickers | Accessories | Google Merchandise Store,,/google+redesign/,0,1,
944212233198483310,Organic Search,20161007,1475830618,South Africa,not available in demo dataset,9,,1166,,,33663,PAGE,Home/Shop by Brand/Android/,Android BTTF Cosmos Graphic Tee,GGOEGAAX0348,19990000,,,(not set),,USD,,,,,Android,,/google+redesign/,0,1,
420321395377606927,Direct,20161007,1475861390,United States,Saint Paul,2,,13,,,12855,PAGE,Home/Apparel/,Google Women's Fleece Hoodie,GGOEGAAX0360,55990000,,,(not set),,USD,,,,,Apparel | Google Merchandise Store,,/google+redesign/,0,1,
803888563485194008,Referral,20161007,1475883370,United States,not available in demo dataset,9,1,500,38380000,,336847,PAGE,(not set),Android Women's Short Sleeve Tri-blend Badge Tee Light Blue,GGOEAAEC029416,30380000,2,, XL,,USD,,,,,Checkout Your Information,,/yourinfo.html,5,1,Billing and Shipping
8367047232096664884,Organic Search,20170402,1491198773,United States,San Francisco,10,,309,,,195595,PAGE,Home/Accessories/,Windup Android,GGOEAKDH019899,3990000,,,(not set),,USD,,,,,Accessories | Google Merchandise Store,,/google+redesign/,0,1,
9966997484593181283,Paid Search,20170402,1491198699,United States,Austin,10,,183,,,58972,PAGE,Home/Apparel/Women's/,Google Women's Long Sleeve Tee Lavender,GGOEGAAX0363,23990000,,,(not set),,USD,,,,,Women's Apparel | Google Merchandise Store,,/google+redesign/,0,1,
3692141265336307292,Organic Search,20170402,1491121906,India,Kolkata,31,,779,,,356857,PAGE,(not set),Google Women's Fleece Hoodie,9182581,0,,,(not set),,USD,,,,,Google Men's Performance Full Zip Jacket Black,,/google+redesign/,0,1,
7548651696346389045,Organic Search,20170402,1491148948,Bahrain,not available in demo dataset,1,,,,,0,PAGE,Home/Shop by Brand/YouTube/,YouTube Notebook and Pen Set,GGOEYOLR080599,7990000,,,(not set),,USD,,,,,YouTube | Shop by Brand | Google Merchandise Store,,/google+redesign/,0,1,
7486217160237126817,Social,20170310,1489188455,Russia,not available in demo dataset,8,,401,,,165184,PAGE,Home/Shop by Brand/Google/,Google Accent Insulated Stainless Steel Bottle,GGOEGDHB072199,24990000,,,(not set),,USD,,,,,Google | Shop by Brand | Google Merchandise Store,,/google+redesign/,0,1,
7882722865597665138,Organic Search,20170310,1489178455,Canada,not available in demo dataset,10,,134,,,91680,PAGE,Home/Apparel/Men's/Men's-Performance Wear/,Google Men's Short Sleeve Performance Badge Tee Pewter,GGOEGAAX0591,21990000,,,(not set),,USD,,,,,Men's Performance Wear | Apparel | Google Merchandise Store,,/google+redesign/,0,1,
2278394421021155014,Organic Search,20170310,1489184480,United States,San Jose,21,,349,,,158691,PAGE,Home/Accessories/Pet/,Google Collapsible Pet Bowl,GGOEGAAX0231,4990000,,,(not set),,USD,,,,,Pet | Accessories | Google Merchandise Store,,/google+redesign/,0,1,
3205667077723833187,Referral,20170310,1489137830,United States,San Francisco,4,,159,,,86649,PAGE,Home/Apparel/,Google 5-Panel Cap,GGOEGHPJ080110,18990000,,,(not set),,USD,,,,,Apparel | Google Merchandise Store,,/google+redesign/,0,1,
5709919464804589063,Organic Search,20170310,1489184271,Canada,not available in demo dataset,8,,195,,,89365,PAGE,Home/Shop by Brand/Android/,Android Wool Heather Cap Heather/Black,GGOEAHPA004110,24990000,,,(not set),,USD,,,,,Android | Shop by Brand | Google Merchandise Store,,/google+redesign/,0,1,
9942086645663082844,Organic Search,20170310,1489213341,United States,not available in demo dataset,5,,182,,,35086,PAGE,Home/Accessories/Stickers/,8 pc Android Sticker Sheet,GGOEAFKQ020499,1990000,,,(not set),,USD,,,,,Stickers | Accessories | Google Merchandise Store,,/google+redesign/,0,1,
7661445505938301286,Referral,20170310,1489184553,United States,Mountain View,13,,2321,,,1124976,PAGE,Home/Electronics/,"Google High Capacity 10,400mAh Charger",GGOEGEHQ071199,58990000,,,(not set),,USD,,,,,Electronics | Google Merchandise Store,,/google+redesign/,0,1,
2750477809825164898,Referral,20170310,1489185084,United States,Mountain View,32,,705,,,402958,PAGE,Home/Accessories/Pet/,7&quot; Dog Frisbee,GGOEGAAX0098,1500000,,,(not set),,USD,,,,,Pet | Accessories | Google Merchandise Store,,/google+redesign/,0,1,
5026898435939369744,Organic Search,20160929,1475138644,Italy,Milan,14,,662,,,427230,PAGE,Home/Apparel/Men's/Men's-T-Shirts/,Google Men's Vintage Badge Tee White,GGOEGAAX0339,16990000,,,(not set),,USD,,,,,Men's-T-Shirts,,/google+redesign/,0,1,
8066556843255265316,Organic Search,20160929,1475183270,United States,not available in demo dataset,5,,206,,,91431,PAGE,(not set),Google Women's 3/4 Sleeve Baseball Raglan Heather/Black,9182737,0,,,(not set),,USD,,,,,Google Men's 100% Cotton Short Sleeve Hero Tee White,,/google+redesign/,0,1,
8421503034040334733,Direct,20160929,1475163717,Australia,not available in demo dataset,9,,217,,,168642,PAGE,Home/Shop by Brand/Google/,Google Men's 100% Cotton Short Sleeve Hero Tee Red,GGOEGAAX0107,16990000,,,(not set),,USD,,,,,Google,,/store.html,0,1,
0878704409045838552,Organic Search,20160929,1475191133,United States,San Francisco,10,,256,,,193840,PAGE,Home/Apparel/Kid's/Kid's-Infant/,Google Onesie Red/Graphite,GGOEGAAX0610,23990000,,,(not set),,USD,,,,,Kid's-Infant,,/google+redesign/,0,1,
8695546862081167247,Referral,20160929,1475166459,United States,Mountain View,14,,153,,,89845,PAGE,Home/Shop by Brand/Google/,Google PowerKit,GGOEGEHB071499,73990000,,,(not set),,USD,,,,,Google,,/google+redesign/,0,1,
2036822364114196624,Direct,20160929,1475215270,United States,San Francisco,11,,155,,,123592,PAGE,Home/Shop by Brand/Google/,Google Snapback Hat Black,GGOEGHPB003410,22990000,,,(not set),,USD,,,,,Google,,/google+redesign/,0,1,
8711047101683928615,Direct,20160929,1475135263,Hong Kong,(not set),14,,675,,,661851,PAGE,Home/Bags/,Google Laptop Backpack,GGOEGBRB013899,99990000,,,(not set),,USD,,,,,Bags,,/google+redesign/,0,1,
0617366084831553025,Social,20160929,1475178054,Colombia,Bogota,14,,1916,,,1916164,PAGE,Home/Office/Notebooks & Journals/,Android Journal Book Set,GGOEAOCH014199,8990000,,,(not set),,USD,,,,,Notebooks & Journals,,/google+redesign/,0,1,
2631635214059551975,Organic Search,20160929,1475168728,United States,not available in demo dataset,19,,506,,,422795,PAGE,Home/Apparel/Men's/,Google Tri-blend Hoodie Grey,GGOEGAAX0313,39990000,,,(not set),,USD,,,,,Men's,,/google+redesign/,0,1,
5660756202282927327,Direct,20160929,1475176681,United Kingdom,not available in demo dataset,22,,497,,,188832,PAGE,Home/Bags/,Google Tote Bag,GGOEGBJC014399,9990000,,,(not set),,USD,,,,,Bags,,/google+redesign/,0,1,
4766493822234953817,Organic Search,20160929,1475167490,United States,San Francisco,26,,892,,,530245,PAGE,Home/Shop by Brand/,Android Women's Short Sleeve Hero Tee Black,GGOEGAAX0283,16990000,,,(not set),,USD,,,,,Shop by Brand,,/store.html,0,1,
6537149358693200080,Organic Search,20160929,1475194321,United States,not available in demo dataset,33,,371,,,199455,PAGE,Home/Bags/Shopping and Totes/,Large Zipper Top Tote Bag,GGOEGBJB022599,34990000,,,(not set),,USD,,,,,Shopping and Totes,,/google+redesign/,0,1,
9643210387064563405,Organic Search,20160929,1475172740,India,Chennai,23,,1093,,,551277,PAGE,Home/Shop by Brand/Google/,Red Spiral Google Notebook,GGOEGOCT019199,9990000,,,(not set),,USD,,,,,Google,,/google+redesign/,0,1,
2783822157265521669,Organic Search,20160929,1475168546,United States,not available in demo dataset,33,,938,,,176041,PAGE,Home/Shop by Brand/YouTube/,YouTube Women's Fleece Hoodie Black,GGOEGAAX0732,55990000,,,(not set),,USD,,,,,YouTube,,/google+redesign/,0,1,
159099363986077253,Direct,20160929,1475165894,United States,not available in demo dataset,3,,12,,,12237,PAGE,Home/Apparel/Men's/Men's-T-Shirts/,Google Men's Short Sleeve Hero Tee Charcoal,GGOEGAAX0323,18990000,,,(not set),,USD,,,,,Men's-T-Shirts,,/google+redesign/,0,1,
1568593279744049858,Referral,20160929,1475172205,United States,Mountain View,2,,52,,,51633,PAGE,Home/Apparel/,Google Men's Short Sleeve Hero Tee Heather,GGOEGAAX0734,18990000,,,(not set),,USD,,,,,Apparel,,/google+redesign/,0,1,
